Commit,ID,CWE,CVSS2,Local,Date,Link
0c543aef318341ca9bd482e15f1637497b8a4dfd,CVE-2018-11776,CWE-20,AV:N/AC:M/Au:N/C:C/I:C/A:C,repos/apache/struts,2/18/2010 8:22,https://github.com/apache/struts/commit/0c543aef318341ca9bd482e15f1637497b8a4dfd
0c63dc619e828609708626f50a560d0f71cbd2be,CVE-2016-6816,CWE-20,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/apache/tomcat80,7/27/2011 9:10,https://github.com/apache/tomcat80/commit/0c63dc619e828609708626f50a560d0f71cbd2be
0cb2fdc3b4fbbaa6153b6421a63082dc006f8eb4,CVE-2015-1776,CWE-200,AV:L/AC:L/Au:N/C:P/I:N/A:N,repos/apache/hadoop,8/6/2013 6:36,https://github.com/apache/hadoop/commit/0cb2fdc3b4fbbaa6153b6421a63082dc006f8eb4
0cb6f8c88ccf2251f66f0a0c5c81d55b965dbad3,CVE-2015-5211,CWE-20,AV:N/AC:M/Au:N/C:C/I:C/A:C,repos/spring-projects/spring-framework,6/9/2014 9:39,https://github.com/spring-projects/spring-framework/commit/0cb6f8c88ccf2251f66f0a0c5c81d55b965dbad3
0cd3c6fdd96206a1d6a376ac62e21e59e16cdcb1,CVE-2018-11047,CWE-863,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/cloudfoundry/uaa,7/11/2018 15:09,https://github.com/cloudfoundry/uaa/commit/0cd3c6fdd96206a1d6a376ac62e21e59e16cdcb1
0d4117e48fe1152c07ab49dd9b662eb14a459e58,CVE-2015-8103,CWE-77,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/jenkinsci/jenkins,6/23/2011 12:15,https://github.com/jenkinsci/jenkins/commit/0d4117e48fe1152c07ab49dd9b662eb14a459e58
0d42b4a18727eb821330e0f43e7c9bbdee770031,CVE-2019-20363,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/igniterealtime/Openfire,4/12/2019 20:17,https://github.com/igniterealtime/Openfire/commit/0d42b4a18727eb821330e0f43e7c9bbdee770031
0d7df0177752d3eb8f3501d3a5cc8c0f1ba36fd2,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,7/31/2012 0:39,https://github.com/hibernate/hibernate-validator/commit/0d7df0177752d3eb8f3501d3a5cc8c0f1ba36fd2
0d93e22b4180cd1fa889d543c548b8b0264f8cdf,CVE-2020-25021,CWE-119,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/rweather/noise-java,6/29/2016 11:20,https://github.com/rweather/noise-java/commit/0d93e22b4180cd1fa889d543c548b8b0264f8cdf
0dae1a6bd8eff9d19670ebc0019789759af4394f,CVE-2014-1904,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/spring-projects/spring-framework,6/29/2011 15:36,https://github.com/spring-projects/spring-framework/commit/0dae1a6bd8eff9d19670ebc0019789759af4394f
0dcfad067a64c844b70723611a1772078e0afd45,CVE-2018-10862,CWE-22,AV:N/AC:M/Au:S/C:N/I:P/A:P,repos/wildfly/wildfly-core,8/19/2016 20:08,https://github.com/wildfly/wildfly-core/commit/0dcfad067a64c844b70723611a1772078e0afd45
0e1a866e85d5a022285cd3f8e84a8b57d64310d2,CVE-2016-3674,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/x-stream/xstream,9/3/2004 7:34,https://github.com/x-stream/xstream/commit/0e1a866e85d5a022285cd3f8e84a8b57d64310d2
0f4f69d130289bd3a28981697523120f58ddb7d0,CVE-2017-2606,CWE-200,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/jenkinsci/jenkins,1/7/2012 14:31,https://github.com/jenkinsci/jenkins/commit/0f4f69d130289bd3a28981697523120f58ddb7d0
0f62ebdacee0100ebe2368e4304790c1fedea6cc,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,3/3/2011 15:37,https://github.com/hibernate/hibernate-validator/commit/0f62ebdacee0100ebe2368e4304790c1fedea6cc
0f994452c72ea18c87fe4fbf227b6b146537aab7,CVE-2020-2206,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/jenkinsci/vncrecorder-plugin,9/11/2014 16:01,https://github.com/jenkinsci/vncrecorder-plugin/commit/0f994452c72ea18c87fe4fbf227b6b146537aab7
105b2e96bcf5044d0ed887f694c6b0b175b36be8,CVE-2015-5531,CWE-22,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/elastic/elasticsearch,9/5/2014 22:28,https://github.com/elastic/elasticsearch/commit/105b2e96bcf5044d0ed887f694c6b0b175b36be8
1064790e07d31cb44b03d45090b8e7c7418f329e,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,1/10/2014 11:02,https://github.com/hibernate/hibernate-validator/commit/1064790e07d31cb44b03d45090b8e7c7418f329e
1076981d487281fd5aff5e5683982b33a8a2abf8,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,2/18/2013 16:45,https://github.com/hibernate/hibernate-validator/commit/1076981d487281fd5aff5e5683982b33a8a2abf8
10a9d2e119ff9e2baa839d7ca168016941f5af54,CVE-2014-1202,CWE-94,AV:N/AC:M/Au:N/C:C/I:C/A:C,repos/SmartBear/soapui,6/21/2010 12:40,https://github.com/SmartBear/soapui/commit/10a9d2e119ff9e2baa839d7ca168016941f5af54
10ade2849880790a0fc05a9528ca9b0e1e4617ad,CVE-2018-1295,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/ignite,12/9/2016 12:28,https://github.com/apache/ignite/commit/10ade2849880790a0fc05a9528ca9b0e1e4617ad
10ef24328d3c2af5f300c34549cdf713e6bb2589,CVE-2018-1321,CWE-20,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/syncope,12/3/2010 13:48,https://github.com/apache/syncope/commit/10ef24328d3c2af5f300c34549cdf713e6bb2589
10f552643d7e4565104d142bbc160db5a30f9f7e,CVE-2016-8749,CWE-502,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/camel,12/9/2016 11:15,https://github.com/apache/camel/commit/10f552643d7e4565104d142bbc160db5a30f9f7e
1127131c89021612c6eefa26dbe5714c194e7495,CVE-2016-1000339,CWE-310,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/bcgit/bc-java,10/29/2016 14:10,https://github.com/bcgit/bc-java/commit/1127131c89021612c6eefa26dbe5714c194e7495
11479a2cc0a322a6bcd7e65667f3d24aa4d444bb,CVE-2015-7539,CWE-345,AV:N/AC:H/Au:N/C:C/I:C/A:C,repos/jenkinsci/jenkins,11/27/2015 14:04,https://github.com/jenkinsci/jenkins/commit/11479a2cc0a322a6bcd7e65667f3d24aa4d444bb
11f0510299f61d2d707baeff210ed1dce8d52ed9,CVE-2015-4852,CWE-77,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/commons-collections,9/15/2009 5:55,https://github.com/apache/commons-collections/commit/11f0510299f61d2d707baeff210ed1dce8d52ed9
125606bc4e14ddb085c4e8862cebf9ccb0e5261f,CVE-2019-10328,CWE-693,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/jenkinsci/workflow-remote-loader-plugin,9/22/2015 14:50,https://github.com/jenkinsci/workflow-remote-loader-plugin/commit/125606bc4e14ddb085c4e8862cebf9ccb0e5261f
1270127c5ef7e8eeec534d2ca68bf84988537b07,CVE-2016-6812,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/apache/cxf,12/12/2010 20:30,https://github.com/apache/cxf/commit/1270127c5ef7e8eeec534d2ca68bf84988537b07
12d2b2dbf56d9a41d954487a70e99e9cdbcd8884,CVE-2018-11777,CWE-862,AV:N/AC:L/Au:S/C:P/I:N/A:N,repos/apache/hive,10/23/2018 16:35,https://github.com/apache/hive/commit/12d2b2dbf56d9a41d954487a70e99e9cdbcd8884
13356a7ee2240f740737c5c83bdccdacc30603ab,CVE-2018-1271,CWE-22,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/spring-projects/spring-framework,3/27/2018 1:00,https://github.com/spring-projects/spring-framework/commit/13356a7ee2240f740737c5c83bdccdacc30603ab
1338d46a6ed6595dc73f3cac675d7e6c04f17da1,CVE-2015-5211,CWE-20,AV:N/AC:M/Au:N/C:C/I:C/A:C,repos/spring-projects/spring-framework,5/20/2014 12:13,https://github.com/spring-projects/spring-framework/commit/1338d46a6ed6595dc73f3cac675d7e6c04f17da1
137ed47eea244bf5605f3f200d744093f9df2c34,CVE-2020-1952,CWE-295,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/apache/incubator-iotdb,1/29/2018 15:41,https://github.com/apache/incubator-iotdb/commit/137ed47eea244bf5605f3f200d744093f9df2c34
138083edd3f0f2b1daa87354fe7fdd026838af7d,CVE-2016-1000339,CWE-310,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/bcgit/bc-java,6/21/2014 14:09,https://github.com/bcgit/bc-java/commit/138083edd3f0f2b1daa87354fe7fdd026838af7d
139ba082405ab4a3adeca2124c7e7e79e8a0139e,CVE-2016-2141,CWE-264,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/belaban/JGroups,4/13/2005 15:28,https://github.com/belaban/JGroups/commit/139ba082405ab4a3adeca2124c7e7e79e8a0139e
13ccd66b570d52f8c55be1b98b77b0eecd7ff64d,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,11/17/2010 15:13,https://github.com/hibernate/hibernate-validator/commit/13ccd66b570d52f8c55be1b98b77b0eecd7ff64d
13e43c1412ad72d99030b4eb4cb72c84fa57d5ff,CVE-2015-5348,CWE-19,AV:N/AC:M/Au:N/C:P/I:P/A:P,repos/apache/camel,11/12/2015 18:52,https://github.com/apache/camel/commit/13e43c1412ad72d99030b4eb4cb72c84fa57d5ff
140f7efb8ad202105bb23aa16469a961004b0c4f,CVE-2016-2174,CWE-89,AV:N/AC:L/Au:S/C:P/I:P/A:P,repos/apache/ranger,10/8/2015 12:14,https://github.com/apache/ranger/commit/140f7efb8ad202105bb23aa16469a961004b0c4f
1458b42642bbc3c4f209a52b113489cfc430e0ae,CVE-2013-2160,CWE-399,AV:N/AC:L/Au:N/C:N/I:N/A:P,repos/codehaus/woodstox,4/27/2009 6:24,https://github.com/codehaus/woodstox/commit/1458b42642bbc3c4f209a52b113489cfc430e0ae
1465e8ae19a878a571bafd5d6d62e3d3f7e7ce4f,CVE-2019-10241,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/eclipse/jetty.project,8/1/2009 0:06,https://github.com/eclipse/jetty.project/commit/1465e8ae19a878a571bafd5d6d62e3d3f7e7ce4f
148adec1016acc122fa5e972f75d7029376998d9,CVE-2018-11761,CWE-611,AV:N/AC:L/Au:N/C:N/I:N/A:P,repos/apache/tika,8/3/2018 13:16,https://github.com/apache/tika/commit/148adec1016acc122fa5e972f75d7029376998d9
14befcd09144e77840ac97d18ab0947bff41e414,CVE-2019-12741,CWE-79,AV:N/AC:M/Au:N/C:N/I:P/A:N,repos/jamesagnew/hapi-fhir,7/2/2014 8:57,https://github.com/jamesagnew/hapi-fhir/commit/14befcd09144e77840ac97d18ab0947bff41e414
14ea35829fa291548927afaee14fc7fa81432083,CVE-2017-5647,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/tomcat,2/3/2013 14:38,https://github.com/apache/tomcat/commit/14ea35829fa291548927afaee14fc7fa81432083
153b7f21c46ef7b7c29a3b7d155f8db0004d5e4a,CVE-2014-3558,CWE-264,AV:N/AC:L/Au:N/C:N/I:P/A:N,repos/hibernate/hibernate-validator,7/19/2013 11:18,https://github.com/hibernate/hibernate-validator/commit/153b7f21c46ef7b7c29a3b7d155f8db0004d5e4a
15649445aa184ddbf0ef55b4f6bb173fc13f3f42,CVE-2018-1298,CWE-20,AV:N/AC:M/Au:N/C:N/I:N/A:P,repos/apache/qpid-broker-j,12/2/2016 15:47,https://github.com/apache/qpid-broker-j/commit/15649445aa184ddbf0ef55b4f6bb173fc13f3f42
158b54fbacb8926df0e74086e95900924c862b6e,CVE-2015-7940,CWE-310,AV:N/AC:M/Au:N/C:P/I:N/A:N,repos/bcgit/bc-java,2/8/2013 13:37,https://github.com/bcgit/bc-java/commit/158b54fbacb8926df0e74086e95900924c862b6e
15dbdb8505a4a80d341e4b7659076a59a69f1dbe,CVE-2017-5647,CWE-200,AV:N/AC:L/Au:N/C:P/I:N/A:N,repos/apache/tomcat80,3/22/2007 21:52,https://github.com/apache/tomcat80/commit/15dbdb8505a4a80d341e4b7659076a59a69f1dbe
15f3f1a2aac56decf0bbe3c02476fac23a885d61,CVE-2017-4992,CWE-269,AV:N/AC:L/Au:N/C:P/I:P/A:P,repos/cloudfoundry/uaa,1/18/2017 9:51,https://github.com/cloudfoundry/uaa/commit/15f3f1a2aac56decf0bbe3c02476fac23a885d61
160cc4f33b85a69f7e38a6a944029cbede714d4c,CVE-2017-5648,CWE-668,AV:N/AC:L/Au:N/C:P/I:P/A:N,repos/apache/tomcat80,10/19/2010 20:27,https://github.com/apache/tomcat80/commit/160cc4f33b85a69f7e38a6a944029cbede714d4c
16321a2bdda532ab76ccce1a0642c7bdbd9638de,CVE-2016-1000344,CWE-310,AV:N/AC:M/Au:N/C:P/I:P/A:N,repos/bcgit/bc-java,7/19/2015 14:18,https://github.com/bcgit/bc-java/commit/16321a2bdda532ab76ccce1a0642c7bdbd9638de
